import time: self [us] | cumulative | imported package
import time:       907 |       4736 |                             torch.nn.qat.dynamic.modules.linear
import time:      1090 |       5826 |                           torch.nn.qat.dynamic.modules
import time:      1258 |       7083 |                         torch.nn.qat.dynamic
import time:       935 |        935 |                           torch.nn.qat.modules.conv
import time:       626 |        626 |                           torch.nn.qat.modules.embedding_ops
import time:       863 |        863 |                           torch.nn.qat.modules.linear
import time:       989 |       3412 |                         torch.nn.qat.modules
import time:      1018 |      11513 |                       torch.nn.qat
import time:       907 |        907 |                         torch.nn.quantizable.modules
import time:       988 |       1894 |                       torch.nn.quantizable
import time:       969 |        969 |                         torch.nn.quantized.dynamic
import time:       813 |        813 |                         torch.nn.quantized.functional
import time:       838 |        838 |                         torch.nn.quantized.modules
import time:      1039 |       3658 |                       torch.nn.quantized
import time:       635 |        635 |                       torch._size_docs
import time:       777 |        777 |                       torch._storage_docs
import time:      2324 |       2324 |                       torch._tensor_docs
import time:      1310 |       1310 |                                     torch.ao.quantization.quant_type
import time:      1911 |       3220 |                                   torch.ao.quantization.utils
import time:      6294 |       9513 |                                 torch.ao.quantization.observer
import time:      1195 |      10708 |                               torch.ao.quantization.fake_quantize
import time:      1280 |       1280 |                                 torch.ao.quantization.fuser_method_mappings
import time:      1284 |       2563 |                               torch.ao.quantization.fuse_modules
import time:       670 |        670 |                                 torch.ao.quantization.pt2e
import time:       951 |        951 |                                     torch.ao.ns
import time:      2345 |       3295 |                                   torch.ao.ns.fx
import time:      1333 |       1333 |                                   torch.ao.ns.fx.ns_types
import time:      1818 |       6445 |                                 torch.ao.ns.fx.utils
import time:       846 |        846 |                                                 torch._dispatch
import time:      1087 |       1933 |                                               torch._dispatch.python
import time:      3886 |       3886 |                                                     torch._library.fake_profile
import time:       817 |        817 |                                                       torch.utils._mode_utils
import time:      8678 |       9494 |                                                     torch._subclasses.meta_utils
import time:      1265 |       1265 |                                                     torch.utils._stats
import time:      2627 |       2627 |                                                       torch.fx.experimental.sym_node
import time:      3722 |       6349 |                                                     torch._subclasses._fake_tensor_utils
import time:       914 |        914 |                                                       torch._custom_op
import time:      7820 |       8734 |                                                     torch._subclasses.fake_impls
import time:     10408 |      40134 |                                                   torch._subclasses.fake_tensor
import time:      1020 |       1020 |                                                   torch._subclasses.fake_utils
import time:       680 |      41834 |                                                 torch._subclasses
import time:        25 |      41858 |                                               torch._subclasses.meta_utils
import time:      1102 |      44893 |                                             torch.fx.passes.shape_prop
import time:       382 |        382 |                                             pydot
import time:      1156 |      46430 |                                           torch.fx.passes.graph_drawer
import time:      1181 |       1181 |                                           torch.fx.passes.graph_manipulation
import time:      1740 |       1740 |                                                   torch.fx.passes.utils.matcher_utils
import time:      1281 |       3020 |                                                 torch.fx.passes.utils.common
import time:       838 |       3858 |                                               torch.fx.passes.utils
import time:      2378 |       2378 |                                               torch.fx.passes.tools_common
import time:      1849 |       8083 |                                             torch.fx.passes.split_utils
import time:      1622 |       9705 |                                           torch.fx.passes.net_min_base
import time:      1291 |       1291 |                                           torch.fx.passes.operator_support
import time:       708 |        708 |                                           torch.fx.passes.param_fetch
import time:       858 |        858 |                                           torch.fx.passes.regional_inductor
import time:      1670 |       1670 |                                           torch.fx.passes.reinplace
import time:       706 |        706 |                                             torch.fx._utils
import time:       891 |        891 |                                               torch.utils._thunk
import time:       711 |        711 |                                               torch.fx.experimental._backward_state
import time:      4035 |       5636 |                                             torch.fx.experimental.proxy_tensor
import time:      1057 |       7398 |                                           torch.fx.passes.runtime_assert
import time:      1208 |       1208 |                                           torch.fx.passes.split_module
import time:      2008 |       2008 |                                           torch.fx.passes.splitter_base
import time:      1006 |      73461 |                                         torch.fx.passes
import time:       840 |        840 |                                           torch.fx.passes.infra.pass_base
import time:      1176 |       2015 |                                         torch.fx.passes.infra.pass_manager
import time:       805 |      76280 |                                       torch.fx.passes.infra
import time:        66 |      76345 |                                     torch.fx.passes.infra.pass_base
import time:      2045 |       2045 |                                     torch.export.custom_ops
import time:       582 |        582 |                                           torch.export._tree_utils
import time:      6120 |       6120 |                                           torch.export.graph_signature
import time:       886 |        886 |                                                 torch._custom_op.autograd
import time:      2308 |       3193 |                                               torch._custom_op.impl
import time:       851 |       4043 |                                             torch._custom_ops
import time:      2351 |       2351 |                                               torch._subclasses.functional_tensor
import time:      1738 |       4088 |                                             torch._export.utils
import time:      1844 |       1844 |                                                         torch._higher_order_ops.schema
import time:      1905 |       3749 |                                                       torch._higher_order_ops.utils
import time:      3015 |       6763 |                                                     torch._higher_order_ops.auto_functionalize
import time:       780 |       7542 |                                                   torch._higher_order_ops.base_hop
import time:      1933 |       9475 |                                                 torch._higher_order_ops._invoke_quant
import time:       971 |        971 |                                                 torch._higher_order_ops.aoti_call_delegate
import time:      1134 |       1134 |                                                 torch._higher_order_ops.associative_scan
import time:      1281 |       1281 |                                                 torch._higher_order_ops.cond
import time:       755 |        755 |                                                   torch._higher_order_ops.print
import time:       813 |        813 |                                                       torch._functorch._aot_autograd
import time:     15174 |      15174 |                                                       torch._functorch._aot_autograd.descriptors
import time:      1289 |      17274 |                                                     torch._functorch._aot_autograd.utils
import time:       861 |      18135 |                                                   torch._higher_order_ops.torchbind
import time:      1233 |      20122 |                                                 torch._higher_order_ops.effects
import time:      1250 |       1250 |                                                 torch._higher_order_ops.executorch_call_delegate
import time:      1743 |       1743 |                                                 torch._higher_order_ops.flat_apply
import time:       721 |        721 |                                                       torch.testing._internal
import time:      1261 |       1982 |                                                     torch.testing._internal.logging_tensor
import time:      2035 |       4016 |                                                   torch.utils.checkpoint
import time:      2270 |       6285 |                                                 torch._higher_order_ops.flex_attention
import time:      1731 |       1731 |                                                 torch._higher_order_ops.foreach_map
import time:      1315 |       1315 |                                                 torch._higher_order_ops.hints_wrap
import time:      2281 |       2281 |                                                 torch._higher_order_ops.invoke_subgraph
import time:      1575 |       1575 |                                                 torch._higher_order_ops.local_map
import time:      1361 |       1361 |                                                 torch._higher_order_ops.map
import time:      2278 |       2278 |                                                 torch._higher_order_ops.out_dtype
import time:      1346 |       1346 |                                                 torch._higher_order_ops.run_const_graph
import time:      1147 |       1147 |                                                   torch._higher_order_ops.partitioner
import time:      1792 |       2938 |                                                 torch._higher_order_ops.scan
import time:      1120 |       1120 |                                                 torch._higher_order_ops.strict_mode
import time:      1527 |       1527 |                                                 torch._higher_order_ops.while_loop
import time:    274679 |     274679 |                                                   torch.utils._debug_mode
import time:      1518 |     276196 |                                                 torch._higher_order_ops.wrap
import time:      1689 |     337612 |                                               torch._higher_order_ops
import time:        34 |     337645 |                                             torch._higher_order_ops.flat_apply
import time:      1502 |     347277 |                                           torch._export.wrappers
import time:      2669 |       2669 |                                           torch._export.config
import time:      1683 |     358330 |                                         torch._export
import time:        50 |     358380 |                                       torch._export.utils
import time:      1463 |     359842 |                                     torch.export.decomp_utils
import time:      1271 |       1271 |                                         torch._export.verifier
import time:      3261 |       4532 |                                       torch.export.exported_program
import time:      4322 |       8853 |                                     torch.export.dynamic_shapes
import time:       948 |        948 |                                       torch.export._remove_effect_tokens_pass
import time:      3802 |       4749 |                                     torch.export.unflatten
import time:      1165 |     452998 |                                   torch.export
import time:      2422 |       2422 |                                   torch.fx.passes.utils.source_matcher_utils
import time:      1158 |     456577 |                                 torch.ao.quantization.pt2e.graph_utils
import time:      2773 |     466463 |                               torch.ao.quantization.pt2e._numeric_debugger
import time:      1368 |       1368 |                               torch.ao.quantization.pt2e.export_utils
import time:      1930 |       1930 |                               torch.ao.quantization.qconfig
import time:      1189 |       1189 |                               torch.ao.quantization.qconfig_mapping
import time:       841 |        841 |                                       torch.ao.nn.quantized.reference.modules.utils
import time:      1411 |       2251 |                                     torch.ao.nn.quantized.reference.modules.conv
import time:       886 |        886 |                                     torch.ao.nn.quantized.reference.modules.linear
import time:      1232 |       1232 |                                     torch.ao.nn.quantized.reference.modules.rnn
import time:      1071 |       1071 |                                     torch.ao.nn.quantized.reference.modules.sparse
import time:      1149 |       6586 |                                   torch.ao.nn.quantized.reference.modules
import time:       802 |       7388 |                                 torch.ao.nn.quantized.reference
import time:      1207 |       1207 |                                         torch.ao.nn.sparse.quantized.linear
import time:      1023 |       1023 |                                         torch.ao.nn.sparse.quantized.utils
import time:      1479 |       3708 |                                       torch.ao.nn.sparse.quantized.dynamic.linear
import time:       948 |       4656 |                                     torch.ao.nn.sparse.quantized.dynamic
import time:      1386 |       6041 |                                   torch.ao.nn.sparse.quantized
import time:      1011 |       7052 |                                 torch.ao.nn.sparse
import time:      1116 |       1116 |                                 torch.ao.quantization.stubs
import time:      1817 |      17371 |                               torch.ao.quantization.quantization_mappings
import time:      1305 |       1305 |                               torch.ao.quantization.quantize
import time:       898 |        898 |                               torch.ao.quantization.quantize_jit
import time:      1144 |     504936 |                             torch.ao.quantization
import time:        35 |     504970 |                           torch.ao.quantization.fake_quantize
import time:       914 |     505884 |                         torch.quantization.fake_quantize
import time:       794 |        794 |                         torch.quantization.fuse_modules
import time:       987 |        987 |                         torch.quantization.fuser_method_mappings
import time:      1075 |       1075 |                         torch.quantization.observer
import time:      1460 |       1460 |                         torch.quantization.qconfig
import time:      1186 |       1186 |                         torch.quantization.quant_type
import time:       831 |        831 |                         torch.quantization.quantization_mappings
import time:       696 |        696 |                         torch.quantization.quantize
import time:       918 |        918 |                         torch.quantization.quantize_jit
import time:      1283 |       1283 |                         torch.quantization.stubs
import time:      1302 |     516412 |                       torch.quantization
import time:      1538 |       1538 |                       torch.quasirandom
import time:      1305 |       1305 |                       torch.multiprocessing._atfork
import time:      2506 |       2506 |                       torch._lobpcg
import time:      1048 |       1048 |                           torch.masked._docs
import time:      1429 |       1429 |                                 torch.masked.maskedtensor.core
import time:      8562 |       9990 |                               torch.masked.maskedtensor.binary
import time:      2050 |       2050 |                               torch.masked.maskedtensor.passthrough
import time:       905 |        905 |                                 torch.masked.maskedtensor.creation
import time:      3792 |       4696 |                               torch.masked.maskedtensor.reductions
import time:      7338 |       7338 |                               torch.masked.maskedtensor.unary
import time:       902 |      24974 |                             torch.masked.maskedtensor
import time:        33 |      25006 |                           torch.masked.maskedtensor.core
import time:      2835 |      28887 |                         torch.masked._ops
import time:      1198 |      30085 |                       torch.masked
import time:      1741 |       1741 |                       torch.utils.dlpack
import time:      1027 |       1027 |                         torch._functorch.batch_norm_replacement
import time:      1084 |       1084 |                           torch.fx.experimental.const_fold
import time:      2101 |       3185 |                         torch._functorch.eager_transforms
import time:      1246 |       1246 |                         torch._functorch.functional_call
import time:      1160 |       6617 |                       torch.func
import time:      1408 |       1408 |                                 torch.utils._content_store
import time:      9041 |      10449 |                               torch._prims.debug_prims
import time:      3389 |       3389 |                               torch._prims.rng_prims
import time:      1550 |       1550 |                               torch._prims_common.wrappers
import time:    247603 |     262989 |                             torch._prims
import time:     42499 |     305488 |                           torch._decomp.decompositions
import time:      2191 |       2191 |                             torch._refs._conversions
import time:      6465 |       6465 |                             torch._refs.fft
import time:      2817 |       2817 |                             torch._refs.linalg
import time:      1056 |       1056 |                               torch._refs.nn
import time:      7330 |       8385 |                             torch._refs.nn.functional
import time:      4392 |       4392 |                             torch._refs.special
import time:    125203 |     149451 |                           torch._refs
import time:      1841 |     456779 |                         torch._decomp
import time:    106962 |     563740 |                       torch._meta_registrations
import time:      3576 |       3576 |                         torch.compiler.config
import time:      1794 |       5370 |                       torch.compiler
import time:    344893 |    2362899 |                     torch
import time:      1309 |       1309 |                           safetensors._safetensors_rust
import time:      1462 |       2770 |                         safetensors
import time:      1544 |       4314 |                       safetensors.torch
import time:       809 |        809 |                                   torch.distributed._functional_collectives_impl
import time:      1053 |       1053 |                                   torch.utils._cxx_pytree
import time:      4433 |       6295 |                                 torch.distributed._functional_collectives
import time:      1430 |       1430 |                                   torch.distributed._local_tensor._c10d
import time:      2000 |       3430 |                                 torch.distributed._local_tensor
import time:     19215 |      19215 |                                 torch.distributed.tensor._collective_utils
import time:      1893 |       1893 |                                 torch.distributed.tensor._ops._mask_buffer
import time:      1998 |      32828 |                               torch.distributed.tensor.placement_types
import time:      2501 |      35329 |                             torch.distributed.tensor._dtensor_spec
import time:       994 |        994 |                               torch.utils._cxx_pytree
import time:      3272 |       4265 |                             torch.distributed.tensor._op_schema
import time:      1287 |       1287 |                                   torch.distributed.tensor._random
import time:      1250 |       1250 |                                     torch.distributed.tensor._utils
import time:      1080 |       2329 |                                   torch.distributed.tensor._argmin_argmax
import time:       671 |        671 |                                     torch.distributed.tensor.device_mesh
import time:      2676 |       3346 |                                   torch.distributed.tensor._redistribute
import time:      1350 |       1350 |                                   torch.distributed.tensor._sharding_prop
import time:      1062 |       1062 |                                   torch.distributed.tensor._tp_conv
import time:       898 |        898 |                                   torch.utils._cxx_pytree
import time:      1316 |      11586 |                                 torch.distributed.tensor._dispatch
import time:      1262 |      12847 |                               torch.distributed.tensor._api
import time:       843 |      13690 |                             torch.distributed.tensor._ops.registration
import time:      1359 |      54641 |                           torch.distributed.tensor._ops._conv_ops
import time:       778 |        778 |                             torch.distributed.tensor._ops.utils
import time:       771 |       1548 |                           torch.distributed.tensor._ops._embedding_ops
import time:      3780 |       3780 |                           torch.distributed.tensor._ops._math_ops
import time:      1367 |       1367 |                             torch.distributed.tensor._ops._einsum_strategy
import time:      1277 |       2643 |                           torch.distributed.tensor._ops._matrix_ops
import time:      6921 |       6921 |                           torch.distributed.tensor._ops._pointwise_ops
import time:       908 |        908 |                           torch.distributed.tensor._ops._random_ops
import time:       836 |        836 |                             torch.distributed.tensor._ops._common_rules
import time:      1001 |       1001 |                                   mpmath.usertools
import time:       392 |        392 |                                               gmpy2
import time:       262 |        262 |                                               gmpy
import time:       731 |       1384 |                                             mpmath.libmp.backend
import time:      1296 |       1296 |                                             mpmath.libmp.libintmath
import time:      1483 |       4163 |                                           mpmath.libmp.libmpf
import time:      1134 |       1134 |                                             mpmath.libmp.libelefun
import time:      1147 |       2280 |                                           mpmath.libmp.libmpc
import time:      2397 |       2397 |                                             mpmath.libmp.gammazeta
import time:      1241 |       3637 |                                           mpmath.libmp.libhyper
import time:      1240 |       1240 |                                           mpmath.libmp.libmpi
import time:      1100 |      12418 |                                         mpmath.libmp
import time:        33 |      12451 |                                       mpmath.libmp.backend
import time:      1230 |       1230 |                                           mpmath.functions.functions
import time:       867 |        867 |                                           mpmath.functions.factorials
import time:      1318 |       1318 |                                           mpmath.functions.hypergeometric
import time:       884 |        884 |                                           mpmath.functions.expintegrals
import time:      1292 |       1292 |                                           mpmath.functions.bessel
import time:       898 |        898 |                                           mpmath.functions.orthogonal
import time:      1009 |       1009 |                                           mpmath.functions.theta
import time:      1065 |       1065 |                                           mpmath.functions.elliptic
import time:       764 |        764 |                                           mpmath.functions.signals
import time:      1141 |       1141 |                                           mpmath.functions.zeta
import time:      1125 |       1125 |                                           mpmath.functions.rszeta
import time:      1028 |       1028 |                                           mpmath.functions.zetazeros
import time:       988 |        988 |                                           mpmath.functions.qfunctions
import time:      1238 |      14840 |                                         mpmath.functions
import time:        26 |      14866 |                                       mpmath.functions.functions
import time:      1037 |       1037 |                                           mpmath.calculus.calculus
import time:       813 |        813 |                                           mpmath.calculus.approximation
import time:       996 |        996 |                                           mpmath.calculus.differentiation
import time:      1210 |       1210 |                                           mpmath.calculus.extrapolation
import time:       916 |        916 |                                           mpmath.calculus.polynomials
import time:      1065 |       6034 |                                         mpmath.calculus
import time:      1076 |       7109 |                                       mpmath.calculus.quadrature
import time:      1055 |       1055 |                                       mpmath.calculus.inverselaplace
import time:      1190 |       1190 |                                       mpmath.calculus.optimization
import time:      1387 |       1387 |                                       mpmath.calculus.odes
import time:      1059 |       1059 |                                           mpmath.matrices.eigen
import time:      1495 |       1495 |                                           mpmath.matrices.eigen_symmetric
import time:       945 |       3498 |                                         mpmath.matrices
import time:      1146 |       4643 |                                       mpmath.matrices.matrices
import time:      1212 |       1212 |                                       mpmath.matrices.calculus
import time:       913 |        913 |                                       mpmath.matrices.linalg
import time:      1320 |       1320 |                                       mpmath.identification
import time:      1037 |       1037 |                                       mpmath.visualization
import time:      1360 |      48540 |                                     mpmath.ctx_base
import time:      1084 |       1084 |                                     mpmath.math2
import time:      1385 |       1385 |                                     mpmath.function_docs
import time:       956 |      51963 |                                   mpmath.ctx_fp
import time:      1370 |       1370 |                                     mpmath.rational
import time:      4040 |       4040 |                                     mpmath.ctx_mp_python
import time:      2244 |       7653 |                                   mpmath.ctx_mp
import time:      1522 |       1522 |                                   mpmath.ctx_iv
import time:      3161 |      65297 |                                 mpmath
import time:      1263 |       1263 |                                 sympy.release
import time:      1110 |       1110 |                                               sympy.utilities.enumerative
import time:       975 |        975 |                                               sympy.utilities.misc
import time:       916 |        916 |                                                 sympy.utilities.exceptions
import time:      1064 |       1980 |                                               sympy.utilities.decorator
import time:      1849 |       5912 |                                             sympy.utilities.iterables
import time:      1431 |       1431 |                                                 sympy.external.importtools
import time:       963 |       2394 |                                               sympy.external
import time:      1450 |       3844 |                                             sympy.utilities.lambdify
import time:      1135 |       1135 |                                             sympy.utilities.timeutils
import time:      1145 |      12034 |                                           sympy.utilities
import time:        34 |      12067 |                                         sympy.utilities.iterables
import time:      1175 |      13242 |                                       sympy.core.random
import time:      1057 |       1057 |                                         sympy.core.cache
import time:      1081 |       2137 |                                       sympy.core.parameters
import time:       859 |        859 |                                             sympy.core.logic
import time:      1110 |       1969 |                                           sympy.core.facts
import time:      1276 |       1276 |                                           sympy.core.assumptions_generated
import time:      1187 |       4432 |                                         sympy.core.assumptions
import time:      1067 |       1067 |                                         sympy.core.sorting
import time:       941 |        941 |                                                     sympy.multipledispatch.utils
import time:       815 |       1756 |                                                   sympy.multipledispatch.conflict
import time:       948 |       2703 |                                                 sympy.multipledispatch.dispatcher
import time:      1110 |       3812 |                                               sympy.multipledispatch.core
import time:       793 |       4605 |                                             sympy.multipledispatch
import time:        35 |       4639 |                                           sympy.multipledispatch.dispatcher
import time:       934 |       5573 |                                         sympy.core.kind
import time:       797 |        797 |                                         sympy.core._print_helpers
import time:       887 |        887 |                                           sympy.core.core
import time:      1486 |       2372 |                                         sympy.core.singleton
import time:       922 |        922 |                                         sympy.core.traversal
import time:      2272 |      17432 |                                       sympy.core.basic
import time:      1994 |      34803 |                                     sympy.core.sympify
import time:      1231 |       1231 |                                           sympy.external.pythonmpq
import time:      1251 |       1251 |                                           sympy.external.ntheory
import time:       361 |        361 |                                           flint
import time:       262 |        262 |                                           gmpy2
import time:      1038 |       4140 |                                         sympy.external.gmpy
import time:      1669 |       5808 |                                       sympy.core.evalf
import time:      1034 |       1034 |                                       sympy.core.decorators
import time:       976 |        976 |                                       sympy.core.intfunc
import time:      1467 |       1467 |                                         sympy.core.operations
import time:      1167 |       1167 |                                           sympy.core.containers
import time:      1770 |       1770 |                                               sympy.core.add
import time:      1697 |       1697 |                                               sympy.core.rules
import time:      3707 |       3707 |                                                     sympy.logic.boolalg
import time:      1115 |       1115 |                                                     sympy.logic.inference
import time:      1181 |       6002 |                                                   sympy.logic
import time:       117 |       6118 |                                                 sympy.logic.boolalg
import time:      2061 |       8179 |                                               sympy.core.symbol
import time:      5828 |      17474 |                                             sympy.core.function
import time:      1171 |       1171 |                                               sympy.core.coreerrors
import time:      2933 |       4104 |                                             sympy.core.relational
import time:      2045 |      23621 |                                           sympy.core.power
import time:      6720 |      31507 |                                         sympy.core.numbers
import time:      1752 |      34725 |                                       sympy.core.mul
import time:      1238 |       1238 |                                         sympy.core.exprtools
import time:      1142 |       2380 |                                       sympy.core.mod
import time:      2870 |      47792 |                                     sympy.core.expr
import time:       761 |        761 |                                     sympy.core.multidimensional
import time:      1335 |      84690 |                                   sympy.core
import time:        31 |      84721 |                                 sympy.core.cache
import time:       937 |        937 |                                     sympy.utilities.source
import time:      2302 |       3238 |                                   sympy.assumptions.assume
import time:      1043 |       1043 |                                     sympy.assumptions.cnf
import time:      1042 |       1042 |                                     sympy.assumptions.ask_generated
import time:      1874 |       3958 |                                   sympy.assumptions.ask
import time:      1046 |       1046 |                                   sympy.assumptions.refine
import time:      1236 |       1236 |                                     sympy.assumptions.relation.binrel
import time:      1390 |       2626 |                                   sympy.assumptions.relation
import time:       869 |      11736 |                                 sympy.assumptions
import time:      1252 |       1252 |                                       sympy.polys.polyerrors
import time:      2637 |       3889 |                                     sympy.polys.polyoptions
import time:       813 |        813 |                                           sympy.polys.domains.domainelement
import time:      2077 |       2077 |                                           sympy.polys.orderings
import time:       969 |        969 |                                             sympy.polys.domains.modularinteger
import time:      1196 |       2165 |                                           sympy.polys.polyutils
import time:      1394 |       6448 |                                         sympy.polys.domains.domain
import time:       957 |        957 |                                             sympy.polys.domains.ring
import time:       842 |       1798 |                                           sympy.polys.domains.field
import time:       875 |        875 |                                           sympy.polys.domains.simpledomain
import time:       797 |        797 |                                             sympy.polys.polyconfig
import time:      1222 |       2018 |                                           sympy.polys.galoistools
import time:       783 |        783 |                                             sympy.polys.domains.pythonrational
import time:       769 |       1551 |                                           sympy.polys.domains.groundtypes
import time:       938 |       7179 |                                         sympy.polys.domains.finitefield
import time:      1195 |       1195 |                                           sympy.polys.domains.characteristiczero
import time:       931 |       2126 |                                         sympy.polys.domains.integerring
import time:       917 |        917 |                                         sympy.polys.domains.rationalfield
import time:       978 |        978 |                                               sympy.polys.monomials
import time:       954 |       1932 |                                             sympy.polys.densebasic
import time:      1054 |       1054 |                                             sympy.polys.densearith
import time:      1086 |       1086 |                                             sympy.polys.densetools
import time:       966 |        966 |                                             sympy.polys.euclidtools
import time:       915 |        915 |                                             sympy.polys.sqfreetools
import time:       980 |        980 |                                             sympy.polys.factortools
import time:      1334 |       1334 |                                             sympy.polys.rootisolation
import time:      2351 |      10616 |                                           sympy.polys.polyclasses
import time:       915 |      11531 |                                         sympy.polys.domains.algebraicfield
import time:      1242 |       1242 |                                         sympy.polys.domains.gaussiandomains
import time:      1734 |       1734 |                                         sympy.polys.domains.realfield
import time:      1568 |       1568 |                                         sympy.polys.domains.complexfield
import time:       752 |        752 |                                           sympy.polys.domains.compositedomain
import time:       859 |       1611 |                                         sympy.polys.domains.polynomialring
import time:       863 |        863 |                                         sympy.polys.domains.fractionfield
import time:      1109 |       1109 |                                         sympy.polys.domains.expressiondomain
import time:      1095 |       1095 |                                         sympy.polys.domains.expressionrawdomain
import time:       785 |        785 |                                           sympy.polys.domains.pythonintegerring
import time:       805 |       1589 |                                         sympy.polys.domains.pythonfinitefield
import time:       815 |        815 |                                           sympy.polys.domains.gmpyintegerring
import time:      1085 |       1899 |                                         sympy.polys.domains.gmpyfinitefield
import time:       918 |        918 |                                         sympy.polys.domains.pythonrationalfield
import time:       779 |        779 |                                         sympy.polys.domains.gmpyrationalfield
import time:      1065 |      43666 |                                       sympy.polys.domains
import time:      1003 |      44668 |                                     sympy.polys.constructor
import time:       973 |        973 |                                     sympy.polys.fglmtools
import time:       920 |        920 |                                     sympy.polys.groebnertools
import time:       730 |        730 |                                     sympy.polys.rationaltools
import time:      3459 |      54637 |                                   sympy.polys.polytools
import time:       846 |        846 |                                           sympy.ntheory.primetest
import time:      1366 |       2212 |                                         sympy.ntheory.generate
import time:       896 |        896 |                                           sympy.ntheory.digits
import time:       772 |        772 |                                           sympy.ntheory.ecm
import time:      2015 |       3682 |                                         sympy.ntheory.factor_
import time:      1290 |       1290 |                                             sympy.ntheory.modular
import time:       787 |        787 |                                             sympy.utilities.memoization
import time:      1265 |       3341 |                                           sympy.ntheory.residue_ntheory
import time:       784 |       4125 |                                         sympy.ntheory.partitions_
import time:       721 |        721 |                                         sympy.ntheory.multinomial
import time:       755 |        755 |                                         sympy.ntheory.continued_fraction
import time:       732 |        732 |                                         sympy.ntheory.egyptian_fraction
import time:       826 |        826 |                                         sympy.ntheory.qs
import time:      1003 |      14052 |                                       sympy.ntheory
import time:      1811 |       1811 |                                         sympy.polys.compatibility
import time:       850 |        850 |                                         sympy.polys.heuristicgcd
import time:      1089 |       1089 |                                                 sympy.printing.conventions
import time:       692 |        692 |                                                 sympy.printing.precedence
import time:       813 |        813 |                                                 sympy.printing.printer
import time:      1302 |       1302 |                                                 sympy.printing.str
import time:       740 |        740 |                                                     sympy.core.alphabets
import time:      1607 |       2347 |                                                   sympy.printing.pretty.pretty_symbology
import time:       939 |       3285 |                                                 sympy.printing.pretty.stringpict
import time:      1995 |       9173 |                                               sympy.printing.pretty.pretty
import time:      1024 |      10196 |                                             sympy.printing.pretty
import time:      3001 |       3001 |                                             sympy.printing.latex
import time:      1534 |       1534 |                                             sympy.printing.mathml
import time:       900 |        900 |                                               sympy.printing.repr
import time:       951 |       1850 |                                             sympy.printing.python
import time:       904 |        904 |                                                         sympy.functions.combinatorial
import time:      2650 |       3554 |                                                       sympy.functions.combinatorial.factorials
